id,run_id,ifos,gps_start,gps_end,status,error,created_at
36,1,"H1,L1",1415272960.0,1415273472.0,gap,No GWOSC URLs found for H1 1415272960.0-1415273472.0,1774539480.1230023
37,1,"H1,L1",1415272448.0,1415272960.0,gap,No GWOSC URLs found for H1 1415272448.0-1415272960.0,1774539484.936069
38,1,"H1,L1",1415271936.0,1415272448.0,gap,No GWOSC URLs found for H1 1415271936.0-1415272448.0,1774539489.7747316
39,1,"H1,L1",1415271424.0,1415271936.0,gap,No GWOSC URLs found for H1 1415271424.0-1415271936.0,1774539494.5846484
40,1,"H1,L1",1415270912.0,1415271424.0,gap,No GWOSC URLs found for H1 1415270912.0-1415271424.0,1774539499.3637106
41,1,"H1,L1",1415270400.0,1415270912.0,gap,No GWOSC URLs found for H1 1415270400.0-1415270912.0,1774539504.194353
42,1,"H1,L1",1415269888.0,1415270400.0,gap,No GWOSC URLs found for H1 1415269888.0-1415270400.0,1774539509.0061493
43,1,"H1,L1",1415269376.0,1415269888.0,gap,No GWOSC URLs found for H1 1415269376.0-1415269888.0,1774539513.8503766
44,1,"H1,L1",1415268864.0,1415269376.0,gap,No GWOSC URLs found for H1 1415268864.0-1415269376.0,1774539518.745839
45,1,"H1,L1",1415268352.0,1415268864.0,gap,No GWOSC URLs found for H1 1415268352.0-1415268864.0,1774539523.5565445
46,1,"H1,L1",1415267840.0,1415268352.0,gap,No GWOSC URLs found for H1 1415267840.0-1415268352.0,1774539528.3837168
47,1,"H1,L1",1415267328.0,1415267840.0,gap,No GWOSC URLs found for H1 1415267328.0-1415267840.0,1774539533.2395768
48,1,"H1,L1",1415266816.0,1415267328.0,gap,No GWOSC URLs found for H1 1415266816.0-1415267328.0,1774539538.032743
49,1,"H1,L1",1415266304.0,1415266816.0,gap,No GWOSC URLs found for H1 1415266304.0-1415266816.0,1774539542.825317
50,1,"H1,L1",1415265792.0,1415266304.0,gap,No GWOSC URLs found for H1 1415265792.0-1415266304.0,1774539547.6160967
51,1,"H1,L1",1415265280.0,1415265792.0,gap,No GWOSC URLs found for H1 1415265280.0-1415265792.0,1774539552.4675283
52,1,"H1,L1",1415264768.0,1415265280.0,gap,No GWOSC URLs found for H1 1415264768.0-1415265280.0,1774539557.2067919
53,1,"H1,L1",1415264256.0,1415264768.0,gap,No GWOSC URLs found for H1 1415264256.0-1415264768.0,1774539561.9742377
54,1,"H1,L1",1415263744.0,1415264256.0,gap,No GWOSC URLs found for H1 1415263744.0-1415264256.0,1774539566.7390444
55,1,"H1,L1",1415263232.0,1415263744.0,gap,No GWOSC URLs found for H1 1415263232.0-1415263744.0,1774539571.5261383
56,1,"H1,L1",1415262720.0,1415263232.0,gap,No GWOSC URLs found for H1 1415262720.0-1415263232.0,1774539576.285076
57,1,"H1,L1",1415262208.0,1415262720.0,gap,No GWOSC URLs found for H1 1415262208.0-1415262720.0,1774539581.114347
58,1,"H1,L1",1415261696.0,1415262208.0,gap,No GWOSC URLs found for H1 1415261696.0-1415262208.0,1774539585.9074547
59,1,"H1,L1",1415261184.0,1415261696.0,gap,No GWOSC URLs found for H1 1415261184.0-1415261696.0,1774539590.6728425
60,1,"H1,L1",1415260672.0,1415261184.0,gap,No GWOSC URLs found for H1 1415260672.0-1415261184.0,1774539595.4204004
61,1,"H1,L1",1415260160.0,1415260672.0,gap,No GWOSC URLs found for H1 1415260160.0-1415260672.0,1774539600.3145392
62,1,"H1,L1",1415259648.0,1415260160.0,gap,No GWOSC URLs found for H1 1415259648.0-1415260160.0,1774539605.1695452
63,1,"H1,L1",1415259136.0,1415259648.0,gap,No GWOSC URLs found for H1 1415259136.0-1415259648.0,1774539609.9412334
64,1,"H1,L1",1415258624.0,1415259136.0,gap,No GWOSC URLs found for H1 1415258624.0-1415259136.0,1774539614.779545
65,1,"H1,L1",1415258112.0,1415258624.0,gap,No GWOSC URLs found for H1 1415258112.0-1415258624.0,1774539619.6115081
66,1,"H1,L1",1415257600.0,1415258112.0,gap,No GWOSC URLs found for H1 1415257600.0-1415258112.0,1774539624.3653703
67,1,"H1,L1",1415257088.0,1415257600.0,gap,No GWOSC URLs found for H1 1415257088.0-1415257600.0,1774539629.1217895
68,1,"H1,L1",1415256576.0,1415257088.0,gap,No GWOSC URLs found for H1 1415256576.0-1415257088.0,1774539633.9321454
69,1,"H1,L1",1415256064.0,1415256576.0,gap,No GWOSC URLs found for H1 1415256064.0-1415256576.0,1774539638.7411253
70,1,"H1,L1",1415255552.0,1415256064.0,gap,No GWOSC URLs found for H1 1415255552.0-1415256064.0,1774539643.4834766
71,1,"H1,L1",1415255040.0,1415255552.0,gap,No GWOSC URLs found for H1 1415255040.0-1415255552.0,1774539648.306988
72,1,"H1,L1",1415254528.0,1415255040.0,gap,No GWOSC URLs found for H1 1415254528.0-1415255040.0,1774539653.1616445
73,1,"H1,L1",1415254016.0,1415254528.0,gap,No GWOSC URLs found for H1 1415254016.0-1415254528.0,1774539657.9961007
74,1,"H1,L1",1415253504.0,1415254016.0,gap,No GWOSC URLs found for H1 1415253504.0-1415254016.0,1774539662.818759
75,1,"H1,L1",1415252992.0,1415253504.0,gap,No GWOSC URLs found for H1 1415252992.0-1415253504.0,1774539667.6301014
76,1,"H1,L1",1415252480.0,1415252992.0,gap,No GWOSC URLs found for H1 1415252480.0-1415252992.0,1774539672.5011399
77,1,"H1,L1",1415251968.0,1415252480.0,gap,No GWOSC URLs found for H1 1415251968.0-1415252480.0,1774539677.3184607
78,1,"H1,L1",1415251456.0,1415251968.0,gap,No GWOSC URLs found for H1 1415251456.0-1415251968.0,1774539682.1272688
79,1,"H1,L1",1415250944.0,1415251456.0,gap,No GWOSC URLs found for H1 1415250944.0-1415251456.0,1774539686.9388263
80,1,"H1,L1",1415250432.0,1415250944.0,gap,No GWOSC URLs found for H1 1415250432.0-1415250944.0,1774539691.754256
81,1,"H1,L1",1415249920.0,1415250432.0,gap,No GWOSC URLs found for H1 1415249920.0-1415250432.0,1774539696.570007
82,1,"H1,L1",1415249408.0,1415249920.0,gap,No GWOSC URLs found for H1 1415249408.0-1415249920.0,1774539701.4842286
83,1,"H1,L1",1415248896.0,1415249408.0,gap,No GWOSC URLs found for H1 1415248896.0-1415249408.0,1774539706.3852832
84,1,"H1,L1",1415248384.0,1415248896.0,gap,No GWOSC URLs found for H1 1415248384.0-1415248896.0,1774539711.255741
85,1,"H1,L1",1415247872.0,1415248384.0,gap,No GWOSC URLs found for H1 1415247872.0-1415248384.0,1774539716.1058614
86,1,"H1,L1",1415247360.0,1415247872.0,gap,No GWOSC URLs found for H1 1415247360.0-1415247872.0,1774539721.004257
87,1,"H1,L1",1415246848.0,1415247360.0,gap,No GWOSC URLs found for H1 1415246848.0-1415247360.0,1774539725.7951422
88,1,"H1,L1",1415246336.0,1415246848.0,gap,No GWOSC URLs found for H1 1415246336.0-1415246848.0,1774539730.6180642
89,1,"H1,L1",1415245824.0,1415246336.0,gap,No GWOSC URLs found for H1 1415245824.0-1415246336.0,1774539735.6237738
90,1,"H1,L1",1415245312.0,1415245824.0,gap,No GWOSC URLs found for H1 1415245312.0-1415245824.0,1774539740.4711146
91,1,"H1,L1",1415244800.0,1415245312.0,gap,No GWOSC URLs found for H1 1415244800.0-1415245312.0,1774539745.2926114
92,1,"H1,L1",1415244288.0,1415244800.0,gap,No GWOSC URLs found for H1 1415244288.0-1415244800.0,1774539750.0920594
93,1,"H1,L1",1415243776.0,1415244288.0,gap,No GWOSC URLs found for H1 1415243776.0-1415244288.0,1774539754.8831441
94,1,"H1,L1",1415243264.0,1415243776.0,gap,No GWOSC URLs found for H1 1415243264.0-1415243776.0,1774539759.6647742
95,1,"H1,L1",1415242752.0,1415243264.0,gap,No GWOSC URLs found for H1 1415242752.0-1415243264.0,1774539764.652598
96,1,"H1,L1",1415242240.0,1415242752.0,gap,No GWOSC URLs found for H1 1415242240.0-1415242752.0,1774539769.5027306
97,1,"H1,L1",1415241728.0,1415242240.0,gap,No GWOSC URLs found for H1 1415241728.0-1415242240.0,1774539774.301943
98,1,"H1,L1",1415241216.0,1415241728.0,gap,No GWOSC URLs found for H1 1415241216.0-1415241728.0,1774539779.1322896
99,1,"H1,L1",1415240704.0,1415241216.0,gap,No GWOSC URLs found for H1 1415240704.0-1415241216.0,1774539783.9352665
100,1,"H1,L1",1415240192.0,1415240704.0,gap,No GWOSC URLs found for H1 1415240192.0-1415240704.0,1774539788.7771628
101,1,"H1,L1",1415239680.0,1415240192.0,gap,No GWOSC URLs found for H1 1415239680.0-1415240192.0,1774539793.6148443
102,1,"H1,L1",1415239168.0,1415239680.0,gap,No GWOSC URLs found for H1 1415239168.0-1415239680.0,1774539798.4509218
103,1,"H1,L1",1415238656.0,1415239168.0,gap,No GWOSC URLs found for H1 1415238656.0-1415239168.0,1774539803.3288133
104,1,"H1,L1",1415238144.0,1415238656.0,gap,No GWOSC URLs found for H1 1415238144.0-1415238656.0,1774539808.1437922
105,1,"H1,L1",1415237632.0,1415238144.0,gap,No GWOSC URLs found for H1 1415237632.0-1415238144.0,1774539812.9507046
106,1,"H1,L1",1415237120.0,1415237632.0,gap,No GWOSC URLs found for H1 1415237120.0-1415237632.0,1774539817.762457
107,1,"H1,L1",1415236608.0,1415237120.0,gap,No GWOSC URLs found for H1 1415236608.0-1415237120.0,1774539822.586175
108,1,"H1,L1",1415236096.0,1415236608.0,gap,No GWOSC URLs found for H1 1415236096.0-1415236608.0,1774539827.4135063
109,1,"H1,L1",1415235584.0,1415236096.0,gap,No GWOSC URLs found for H1 1415235584.0-1415236096.0,1774539832.2114453
110,1,"H1,L1",1415235072.0,1415235584.0,gap,No GWOSC URLs found for H1 1415235072.0-1415235584.0,1774539837.0122206
111,1,"H1,L1",1415234560.0,1415235072.0,gap,No GWOSC URLs found for H1 1415234560.0-1415235072.0,1774539841.82898
112,1,"H1,L1",1415234048.0,1415234560.0,gap,No GWOSC URLs found for H1 1415234048.0-1415234560.0,1774539846.6727598
113,1,"H1,L1",1415233536.0,1415234048.0,gap,No GWOSC URLs found for H1 1415233536.0-1415234048.0,1774539851.5115724
114,1,"H1,L1",1415233024.0,1415233536.0,gap,No GWOSC URLs found for H1 1415233024.0-1415233536.0,1774539856.3303523
115,1,"H1,L1",1415232512.0,1415233024.0,gap,No GWOSC URLs found for H1 1415232512.0-1415233024.0,1774539861.212675
116,1,"H1,L1",1415232000.0,1415232512.0,gap,No GWOSC URLs found for H1 1415232000.0-1415232512.0,1774539866.0690084
117,1,"H1,L1",1415231488.0,1415232000.0,gap,No GWOSC URLs found for H1 1415231488.0-1415232000.0,1774539870.8959453
118,1,"H1,L1",1415230976.0,1415231488.0,gap,No GWOSC URLs found for H1 1415230976.0-1415231488.0,1774539875.6997113
119,1,"H1,L1",1415230464.0,1415230976.0,gap,No GWOSC URLs found for H1 1415230464.0-1415230976.0,1774539880.5914192
120,1,"H1,L1",1415229952.0,1415230464.0,gap,No GWOSC URLs found for H1 1415229952.0-1415230464.0,1774539885.3923063
121,1,"H1,L1",1415229440.0,1415229952.0,gap,No GWOSC URLs found for H1 1415229440.0-1415229952.0,1774539890.2286441
122,1,"H1,L1",1415228928.0,1415229440.0,gap,No GWOSC URLs found for H1 1415228928.0-1415229440.0,1774539895.0388267
123,1,"H1,L1",1415228416.0,1415228928.0,gap,No GWOSC URLs found for H1 1415228416.0-1415228928.0,1774539899.9067717
124,1,"H1,L1",1415227904.0,1415228416.0,gap,No GWOSC URLs found for H1 1415227904.0-1415228416.0,1774539904.7634022
125,1,"H1,L1",1415227392.0,1415227904.0,gap,No GWOSC URLs found for H1 1415227392.0-1415227904.0,1774539909.6229198
126,1,"H1,L1",1415226880.0,1415227392.0,gap,No GWOSC URLs found for H1 1415226880.0-1415227392.0,1774539914.426921
127,1,"H1,L1",1415226368.0,1415226880.0,gap,No GWOSC URLs found for H1 1415226368.0-1415226880.0,1774539919.3477693
128,1,"H1,L1",1415225856.0,1415226368.0,gap,No GWOSC URLs found for H1 1415225856.0-1415226368.0,1774539924.229632
129,1,"H1,L1",1415225344.0,1415225856.0,gap,No GWOSC URLs found for H1 1415225344.0-1415225856.0,1774539929.1277673
130,1,"H1,L1",1415224832.0,1415225344.0,gap,No GWOSC URLs found for H1 1415224832.0-1415225344.0,1774539933.9485047
131,1,"H1,L1",1415224320.0,1415224832.0,gap,No GWOSC URLs found for H1 1415224320.0-1415224832.0,1774539938.9679897
132,1,"H1,L1",1415223808.0,1415224320.0,gap,No GWOSC URLs found for H1 1415223808.0-1415224320.0,1774539943.8135886
133,1,"H1,L1",1415223296.0,1415223808.0,gap,No GWOSC URLs found for H1 1415223296.0-1415223808.0,1774539948.6093175
134,1,"H1,L1",1415222784.0,1415223296.0,gap,No GWOSC URLs found for H1 1415222784.0-1415223296.0,1774539953.4425266
135,1,"H1,L1",1415222272.0,1415222784.0,gap,No GWOSC URLs found for H1 1415222272.0-1415222784.0,1774539958.2614775
136,1,"H1,L1",1415221760.0,1415222272.0,gap,No GWOSC URLs found for H1 1415221760.0-1415222272.0,1774539963.0881584
137,1,"H1,L1",1415221248.0,1415221760.0,gap,No GWOSC URLs found for H1 1415221248.0-1415221760.0,1774539968.020685
138,1,"H1,L1",1415220736.0,1415221248.0,gap,No GWOSC URLs found for H1 1415220736.0-1415221248.0,1774539972.9415896
139,1,"H1,L1",1415220224.0,1415220736.0,gap,No GWOSC URLs found for H1 1415220224.0-1415220736.0,1774539977.8335006
140,1,"H1,L1",1415219712.0,1415220224.0,gap,No GWOSC URLs found for H1 1415219712.0-1415220224.0,1774539982.66797
141,1,"H1,L1",1415219200.0,1415219712.0,gap,No GWOSC URLs found for H1 1415219200.0-1415219712.0,1774539987.5286622
142,1,"H1,L1",1415218688.0,1415219200.0,gap,No GWOSC URLs found for H1 1415218688.0-1415219200.0,1774539992.3196552
143,1,"H1,L1",1415218176.0,1415218688.0,gap,No GWOSC URLs found for H1 1415218176.0-1415218688.0,1774539997.114901
144,1,"H1,L1",1415217664.0,1415218176.0,gap,No GWOSC URLs found for H1 1415217664.0-1415218176.0,1774540002.8800783
145,1,"H1,L1",1415217152.0,1415217664.0,gap,No GWOSC URLs found for H1 1415217152.0-1415217664.0,1774540007.724478
146,1,"H1,L1",1415216640.0,1415217152.0,gap,No GWOSC URLs found for H1 1415216640.0-1415217152.0,1774540012.5423162
147,1,"H1,L1",1415216128.0,1415216640.0,gap,No GWOSC URLs found for H1 1415216128.0-1415216640.0,1774540017.7545779
148,1,"H1,L1",1415215616.0,1415216128.0,gap,No GWOSC URLs found for H1 1415215616.0-1415216128.0,1774540022.6105378
149,1,"H1,L1",1415215104.0,1415215616.0,gap,No GWOSC URLs found for H1 1415215104.0-1415215616.0,1774540027.4584146
150,1,"H1,L1",1415214592.0,1415215104.0,gap,No GWOSC URLs found for H1 1415214592.0-1415215104.0,1774540032.331794
151,1,"H1,L1",1415214080.0,1415214592.0,gap,No GWOSC URLs found for H1 1415214080.0-1415214592.0,1774540037.1726232
152,1,"H1,L1",1415213568.0,1415214080.0,gap,No GWOSC URLs found for H1 1415213568.0-1415214080.0,1774540042.05586
153,1,"H1,L1",1415213056.0,1415213568.0,gap,No GWOSC URLs found for H1 1415213056.0-1415213568.0,1774540046.934584
154,1,"H1,L1",1415212544.0,1415213056.0,gap,No GWOSC URLs found for H1 1415212544.0-1415213056.0,1774540051.8080904
155,1,"H1,L1",1415212032.0,1415212544.0,gap,No GWOSC URLs found for H1 1415212032.0-1415212544.0,1774540056.6998649
156,1,"H1,L1",1415211520.0,1415212032.0,gap,No GWOSC URLs found for H1 1415211520.0-1415212032.0,1774540061.599237
157,1,"H1,L1",1415211008.0,1415211520.0,gap,No GWOSC URLs found for H1 1415211008.0-1415211520.0,1774540066.6079035
158,1,"H1,L1",1415210496.0,1415211008.0,gap,No GWOSC URLs found for H1 1415210496.0-1415211008.0,1774540071.4919345
159,1,"H1,L1",1415209984.0,1415210496.0,gap,No GWOSC URLs found for H1 1415209984.0-1415210496.0,1774540076.3505328
160,1,"H1,L1",1415209472.0,1415209984.0,gap,No GWOSC URLs found for H1 1415209472.0-1415209984.0,1774540081.2297268
161,1,"H1,L1",1415208960.0,1415209472.0,gap,No GWOSC URLs found for H1 1415208960.0-1415209472.0,1774540086.1294804
162,1,"H1,L1",1415208448.0,1415208960.0,gap,No GWOSC URLs found for H1 1415208448.0-1415208960.0,1774540090.968077
163,1,"H1,L1",1415207936.0,1415208448.0,gap,No GWOSC URLs found for H1 1415207936.0-1415208448.0,1774540095.8525236
164,1,"H1,L1",1415207424.0,1415207936.0,gap,No GWOSC URLs found for H1 1415207424.0-1415207936.0,1774540100.7034054
165,1,"H1,L1",1415206912.0,1415207424.0,gap,No GWOSC URLs found for H1 1415206912.0-1415207424.0,1774540105.5680885
166,1,"H1,L1",1415206400.0,1415206912.0,gap,No GWOSC URLs found for H1 1415206400.0-1415206912.0,1774540110.4563203
167,1,"H1,L1",1415205888.0,1415206400.0,gap,No GWOSC URLs found for H1 1415205888.0-1415206400.0,1774540115.2766292
168,1,"H1,L1",1415205376.0,1415205888.0,gap,No GWOSC URLs found for H1 1415205376.0-1415205888.0,1774540120.0766423
169,1,"H1,L1",1415204864.0,1415205376.0,gap,No GWOSC URLs found for H1 1415204864.0-1415205376.0,1774540125.0288258
170,1,"H1,L1",1415204352.0,1415204864.0,gap,No GWOSC URLs found for H1 1415204352.0-1415204864.0,1774540129.852206
171,1,"H1,L1",1415203840.0,1415204352.0,gap,No GWOSC URLs found for H1 1415203840.0-1415204352.0,1774540134.78164
172,2,"H1,L1",1415203328.0,1415203840.0,gap,No GWOSC URLs found for H1 1415203328.0-1415203840.0,1774540181.3063178
173,2,"H1,L1",1412726272.0,1412726784.0,gap,No GWOSC URLs found for L1 1412726272.0-1412726784.0,1774540306.1052465
174,2,"H1,L1",1389455506.0,1389456018.0,gap,No GWOSC URLs found for L1 1389455506.0-1389456018.0,1774540328.7565918
175,2,"H1,L1",1389428224.0,1389428736.0,processing,,1774540535.0643585
176,2,"H1,L1",1389428224.0,1389428736.0,done,,1774540684.879134
177,2,"H1,L1",1389427712.0,1389428224.0,processing,,1774540684.8981624
178,2,"H1,L1",1389427712.0,1389428224.0,done,,1774541142.85903
179,2,"H1,L1",1389427200.0,1389427712.0,processing,,1774541142.8837886
180,2,"H1,L1",1389427200.0,1389427712.0,done,,1774541408.282681
181,2,"H1,L1",1389426688.0,1389427200.0,processing,,1774541408.2889316
182,2,"H1,L1",1389426688.0,1389427200.0,done,,1774541743.7304626
183,2,"H1,L1",1389426176.0,1389426688.0,processing,,1774541743.755663
184,2,"H1,L1",1389426176.0,1389426688.0,done,,1774542034.4632285
185,2,"H1,L1",1389425664.0,1389426176.0,processing,,1774542034.4783745
186,2,"H1,L1",1389425664.0,1389426176.0,done,,1774542398.7465887
187,2,"H1,L1",1389425152.0,1389425664.0,processing,,1774542398.7655182
188,2,"H1,L1",1389425152.0,1389425664.0,done,,1774542771.637409
189,2,"H1,L1",1389424640.0,1389425152.0,processing,,1774542771.6707656
190,2,"H1,L1",1389424640.0,1389425152.0,done,,1774543087.5307984
191,2,"H1,L1",1389424128.0,1389424640.0,processing,,1774543315.7611241
192,2,"H1,L1",1389424128.0,1389424640.0,done,,1774543583.1720612
193,2,"H1,L1",1389423616.0,1389424128.0,processing,,1774543583.1991491
194,2,"H1,L1",1389423616.0,1389424128.0,done,,1774543949.5097442
195,2,"H1,L1",1389423104.0,1389423616.0,processing,,1774543949.5437825
196,2,"H1,L1",1389423104.0,1389423616.0,done,,1774544303.9035933
197,2,"H1,L1",1389422592.0,1389423104.0,processing,,1774544303.9201736
198,2,"H1,L1",1389422592.0,1389423104.0,done,,1774544599.610926
199,2,"H1,L1",1389422080.0,1389422592.0,processing,,1774544599.6464393
200,2,"H1,L1",1389422080.0,1389422592.0,done,,1774544946.0001714
201,2,"H1,L1",1389421568.0,1389422080.0,processing,,1774544946.0180717
202,2,"H1,L1",1389421568.0,1389422080.0,done,,1774545215.9686859
203,2,"H1,L1",1389421056.0,1389421568.0,processing,,1774545216.0019908
204,2,"H1,L1",1389421056.0,1389421568.0,done,,1774545547.5351434
205,2,"H1,L1",1389420544.0,1389421056.0,processing,,1774545547.5689147
206,2,"H1,L1",1389420544.0,1389421056.0,done,,1774545886.4966807
207,2,"H1,L1",1389420032.0,1389420544.0,processing,,1774546045.5247288
208,2,"H1,L1",1389420032.0,1389420544.0,done,,1774546460.1212525
209,2,"H1,L1",1389419520.0,1389420032.0,processing,,1774546460.139416
210,2,"H1,L1",1389419520.0,1389420032.0,done,,1774546987.2721682
211,2,"H1,L1",1389419008.0,1389419520.0,processing,,1774546987.2965305
212,2,"H1,L1",1389419008.0,1389419520.0,done,,1774547220.858459
213,2,"H1,L1",1389418496.0,1389419008.0,processing,,1774547220.8720264
214,2,"H1,L1",1389418496.0,1389419008.0,done,,1774547509.0003312
215,2,"H1,L1",1389417984.0,1389418496.0,processing,,1774547509.0470266
216,2,"H1,L1",1389417984.0,1389418496.0,done,,1774547748.6040025
217,2,"H1,L1",1389417472.0,1389417984.0,processing,,1774547748.6275723
218,2,"H1,L1",1389417472.0,1389417984.0,done,,1774548155.9083052
219,2,"H1,L1",1389416960.0,1389417472.0,processing,,1774548155.9374647
220,2,"H1,L1",1389416960.0,1389417472.0,done,,1774548442.8572927
221,2,"H1,L1",1389416448.0,1389416960.0,processing,,1774548442.8741963
222,2,"H1,L1",1389416448.0,1389416960.0,done,,1774548769.178051
223,2,"H1,L1",1389415936.0,1389416448.0,processing,,1774548910.2300382
224,2,"H1,L1",1389415936.0,1389416448.0,done,,1774549218.8990386
225,2,"H1,L1",1389415424.0,1389415936.0,processing,,1774549218.9310014
226,2,"H1,L1",1389415424.0,1389415936.0,done,,1774549576.4253805
227,2,"H1,L1",1389414912.0,1389415424.0,processing,,1774549576.4596128
228,2,"H1,L1",1389414912.0,1389415424.0,done,,1774549868.7260478
229,2,"H1,L1",1389414400.0,1389414912.0,processing,,1774549868.7447257
230,2,"H1,L1",1389414400.0,1389414912.0,done,,1774550122.8428712
231,2,"H1,L1",1389413888.0,1389414400.0,processing,,1774550122.8498292
232,2,"H1,L1",1389413888.0,1389414400.0,done,,1774550613.1112452
233,2,"H1,L1",1389413376.0,1389413888.0,processing,,1774550613.1171665
234,2,"H1,L1",1389413376.0,1389413888.0,done,,1774551160.059617
235,2,"H1,L1",1389412864.0,1389413376.0,processing,,1774551160.0842066
236,2,"H1,L1",1389412864.0,1389413376.0,done,,1774551467.550344
237,2,"H1,L1",1389412352.0,1389412864.0,processing,,1774551467.569015
238,2,"H1,L1",1389412352.0,1389412864.0,done,,1774551702.6197615
239,2,"H1,L1",1389411840.0,1389412352.0,processing,,1774551883.191812
240,2,"H1,L1",1389411840.0,1389412352.0,done,,1774552155.812415
241,2,"H1,L1",1389411328.0,1389411840.0,processing,,1774552155.844317
242,2,"H1,L1",1389411328.0,1389411840.0,done,,1774552510.892398
243,2,"H1,L1",1389410816.0,1389411328.0,processing,,1774552510.9109774
244,2,"H1,L1",1389410816.0,1389411328.0,done,,1774552894.0648093
245,2,"H1,L1",1389410304.0,1389410816.0,processing,,1774552894.0982215
246,2,"H1,L1",1389410304.0,1389410816.0,done,,1774553227.562753
247,2,"H1,L1",1389409792.0,1389410304.0,processing,,1774553227.596734
248,2,"H1,L1",1389409792.0,1389410304.0,done,,1774553505.9586844
249,2,"H1,L1",1389409280.0,1389409792.0,processing,,1774553505.9990444
250,2,"H1,L1",1389409280.0,1389409792.0,done,,1774553783.088382
251,2,"H1,L1",1389408768.0,1389409280.0,processing,,1774553783.1147132
252,2,"H1,L1",1389408768.0,1389409280.0,done,,1774554091.2384305
253,2,"H1,L1",1389408256.0,1389408768.0,processing,,1774554091.2633421
254,2,"H1,L1",1389408256.0,1389408768.0,done,,1774554310.5006273
255,2,"H1,L1",1389407744.0,1389408256.0,processing,,1774554491.829657
256,2,"H1,L1",1389407744.0,1389408256.0,done,,1774554765.852171
257,2,"H1,L1",1389407232.0,1389407744.0,processing,,1774554765.8862004
258,2,"H1,L1",1389407232.0,1389407744.0,done,,1774555091.8042076
259,2,"H1,L1",1389406720.0,1389407232.0,processing,,1774555091.8378053
260,2,"H1,L1",1389406720.0,1389407232.0,done,,1774555470.780856
261,2,"H1,L1",1389406208.0,1389406720.0,processing,,1774555470.7956417
262,2,"H1,L1",1389406208.0,1389406720.0,done,,1774555835.8499172
263,2,"H1,L1",1389405696.0,1389406208.0,processing,,1774555835.8832853
264,2,"H1,L1",1389405696.0,1389406208.0,done,,1774556158.4978142
265,2,"H1,L1",1389405184.0,1389405696.0,processing,,1774556158.5266097
266,2,"H1,L1",1389405184.0,1389405696.0,done,,1774556409.015487
267,2,"H1,L1",1389404672.0,1389405184.0,processing,,1774556409.0491164
268,2,"H1,L1",1389404672.0,1389405184.0,done,,1774556727.1934035
269,2,"H1,L1",1389404160.0,1389404672.0,processing,,1774556727.2266579
